actual,predicted,error,brand,model,age
9999,24135.0,-14136.39990594322,volkswagen,Volkswagen Scirocco,11
22950,25358.0,-2407.943943126509,nissan,Nissan Qashqai,4
15900,25166.0,-9265.773155976865,audi,Audi A5,13
2250,23260.0,-21009.93140859091,peugeot,Peugeot 207,16
7250,24037.0,-16786.872177789795,volkswagen,Volkswagen up!,7
13490,24265.0,-10775.410623289928,skoda,Skoda Fabia,5
19490,24671.0,-5180.913437259707,opel,Opel Corsa,3
13999,24332.0,-10333.45454992316,skoda,Skoda Octavia,6
23799,24357.0,-558.2843922602551,mercedes-benz,Mercedes-Benz Sprinter,5
6200,23922.0,-17721.784152391167,opel,Opel Corsa,13
57990,29260.0,28730.285609534483,bmw,BMW X5 M,9
3500,23433.0,-19932.587799373276,ford,Ford Mondeo,15
4950,23878.0,-18928.17051746155,mercedes-benz,Mercedes-Benz C 180,20
31700,25433.0,6266.622015662491,bmw,BMW 420,7
22890,25231.0,-2341.2735018408384,audi,Audi A3,4
26790,24989.0,1800.6999784269756,audi,Audi A6,6
17850,24543.0,-6692.9106933091025,volkswagen,Volkswagen Sharan,8
39900,25761.0,14138.935193923331,honda,Honda CR-V,1
13950,23797.0,-9847.47318858597,ford,Ford Transit,12
21950,24973.0,-3023.062168681772,seat,SEAT Ateca,5
32950,25375.0,7575.2790319432315,mercedes-benz,Mercedes-Benz A 200,5
31490,25215.0,6274.98982388866,opel,Opel Corsa,1
19910,24816.0,-4905.554385224914,skoda,Skoda Octavia,5
33800,25279.0,8520.95593157833,skoda,Skoda Kodiaq,6
9999,23927.0,-13927.502342503634,volkswagen,Volkswagen Golf,15
22900,24639.0,-1739.2445664147635,kia,Kia Niro,6
25990,25272.0,718.1879329110707,seat,SEAT Arona,2
10900,24662.0,-13762.009807544684,mercedes-benz,Mercedes-Benz E 200,17
17488,24674.0,-7186.334858530037,fiat,Fiat 500C,1
26960,25208.0,1751.8345704468811,toyota,Toyota C-HR,3
10950,24251.0,-13301.282445905086,hyundai,Hyundai iX35,10
12950,24597.0,-11647.459345959822,ford,Ford Kuga,8
8990,23885.0,-14895.434508550727,hyundai,Hyundai iX35,11
27990,24856.0,3133.9529963546265,skoda,Skoda Karoq,5
20700,24526.0,-3826.066258468585,mercedes-benz,Mercedes-Benz GLA 180,8
2490,23464.0,-20973.64639768428,peugeot,Peugeot 207,14
25799,25421.0,377.9730861403186,nissan,Nissan Townstar,1
1250,22489.0,-21238.505906593113,volkswagen,Volkswagen Golf,24
26890,24924.0,1965.6910187937901,volkswagen,Volkswagen Taigo,1
29990,25303.0,4686.6148651917065,audi,Audi Q3,7
10900,24898.0,-13997.938687388003,mercedes-benz,Mercedes-Benz S 320,16
8950,23728.0,-14778.465614776316,audi,Audi A3,13
25743,25208.0,535.4717274939758,audi,Audi A6 allroad,7
16800,24520.0,-7719.754058508417,mini,MINI Cooper,8
31990,25249.0,6740.998038410224,volvo,Volvo XC60,6
40810,25750.0,15060.21662345366,skoda,Skoda Kodiaq,2
26490,25106.0,1383.7235440311815,opel,Opel Grandland X,4
21720,24911.0,-3191.3254355650824,mazda,Mazda 2,1
24500,25321.0,-820.9913539034351,mini,MINI Cooper SD Clubman,7
8450,24038.0,-15588.033575818594,smart,smart forTwo,10
45550,25958.0,19592.268577218314,ford,Ford Kuga,1
15000,26404.0,-11403.898933395401,mercedes-benz,Mercedes-Benz S 500,17
3499,24831.0,-21331.89831657726,bmw,BMW 530,16
46400,26160.0,20240.236905478672,land-rover,Land Rover Discovery,7
21990,25258.0,-3268.4822184258664,kia,Kia Sportage,6
6990,23648.0,-16658.132533143576,mazda,Mazda 3,17
14880,24611.0,-9731.068397808533,opel,Opel Corsa,4
34999,24429.0,10570.24192048212,seat,SEAT Ibiza,4
9000,23468.0,-14467.735423069746,volkswagen,Volkswagen Touran,7
18999,24061.0,-5062.361969116024,bmw,BMW 118,12
27000,23904.0,3096.255580436995,volkswagen,Volkswagen T5 Caravelle,14
13000,24999.0,-11999.14506323649,audi,Audi A6,13
54590,26116.0,28473.835310909897,bmw,BMW 520,1
56890,26922.0,29967.635753220486,jaguar,Jaguar F-Pace,4
31896,25568.0,6328.083901317648,audi,Audi A1,2
25290,25349.0,-59.11723751852696,fiat,Fiat Tipo,1
25890,25794.0,95.94230001595133,seat,SEAT Ibiza,1
27500,25466.0,2033.8147886387414,audi,Audi A4 allroad,8
28690,25706.0,2984.265325268225,audi,Audi A7,10
17990,24821.0,-6831.036706132505,seat,SEAT Leon,6
49990,28196.0,21793.827613997062,mercedes-benz,Mercedes-Benz C 63 AMG,7
9290,23855.0,-14564.92271738629,mitsubishi,Mitsubishi Space Star,5
19758,25019.0,-5260.832253617213,nissan,Nissan Qashqai,5
8250,24983.0,-16733.411272255373,mercedes-benz,Mercedes-Benz E 280,16
21490,25133.0,-3643.101176947657,mini,MINI Cooper,5
22900,24526.0,-1625.908411430195,mercedes-benz,Mercedes-Benz C 220,7
22990,25081.0,-2091.478703669858,ford,Ford Kuga,5
39290,26383.0,12906.760779884688,hyundai,Hyundai TUCSON,1
67639,26029.0,41609.68082257592,volkswagen,Volkswagen T6.1 Multivan,3
9300,24443.0,-15142.793213877303,ford,Ford Kuga,9
7200,23640.0,-16439.98516999685,opel,Opel Corsa,13
22490,24209.0,-1718.500099586272,ford,Ford Grand Tourneo,5
39990,25558.0,14432.060676016947,bmw,BMW X3,4
14800,24444.0,-9643.97776376451,citroen,Citroen C3 Aircross,5
1700,23213.0,-21513.320873211374,mercedes-benz,Mercedes-Benz C 200,20
29999,25305.0,4693.867245302226,mercedes-benz,Mercedes-Benz GLC 250,8
