actual,predicted,error,brand,model,age
10900,23920.0,-13020.307276479303,mercedes-benz,Mercedes-Benz S 320,16
8950,6265.0,2685.3445720669515,audi,Audi A3,13
25743,27746.0,-2003.0969995414926,audi,Audi A6 allroad,7
16800,17648.0,-848.2878203754335,mini,MINI Cooper,8
31990,29454.0,2536.4612679731035,volvo,Volvo XC60,6
40810,34796.0,6013.583375591967,skoda,Skoda Kodiaq,2
26490,22702.0,3787.578178726908,opel,Opel Grandland X,4
21720,26214.0,-4493.89949614551,mazda,Mazda 2,1
24500,30366.0,-5865.532077257732,mini,MINI Cooper SD Clubman,7
8450,7035.0,1414.8170891409027,smart,smart forTwo,10
45550,43316.0,2234.404182126411,ford,Ford Kuga,1
15000,45091.0,-30091.45767917383,mercedes-benz,Mercedes-Benz S 500,17
3499,18265.0,-14766.292742029676,bmw,BMW 530,16
46400,51772.0,-5372.182564465489,land-rover,Land Rover Discovery,7
21990,23304.0,-1313.8495715563222,kia,Kia Sportage,6
6990,2664.0,4325.624065978878,mazda,Mazda 3,17
14880,19674.0,-4794.084769853071,opel,Opel Corsa,4
34999,16504.0,18494.763283098764,seat,SEAT Ibiza,4
9000,3560.0,5440.247142166234,volkswagen,Volkswagen Touran,7
18999,12065.0,6934.127524382719,bmw,BMW 118,12
27000,12107.0,14892.594329801532,volkswagen,Volkswagen T5 Caravelle,14
13000,23636.0,-10635.63115092428,audi,Audi A6,13
54590,43017.0,11572.679762853491,bmw,BMW 520,1
56890,52730.0,4159.7593557468645,jaguar,Jaguar F-Pace,4
31896,31915.0,-18.831157058728422,audi,Audi A1,2
25290,35955.0,-10664.97393220289,fiat,Fiat Tipo,1
25890,35212.0,-9322.08050614014,seat,SEAT Ibiza,1
27500,31244.0,-3744.4913942013227,audi,Audi A4 allroad,8
28690,32604.0,-3914.118750988815,audi,Audi A7,10
17990,20502.0,-2512.254262518858,seat,SEAT Leon,6
49990,73102.0,-23112.021925788227,mercedes-benz,Mercedes-Benz C 63 AMG,7
9290,7232.0,2058.4064266142777,mitsubishi,Mitsubishi Space Star,5
19758,25507.0,-5748.813216057231,nissan,Nissan Qashqai,5
8250,20829.0,-12578.935750431381,mercedes-benz,Mercedes-Benz E 280,16
21490,23876.0,-2385.822980770572,mini,MINI Cooper,5
22900,24469.0,-1568.778629655164,mercedes-benz,Mercedes-Benz C 220,7
22990,26958.0,-3968.2819880874595,ford,Ford Kuga,5
39290,52983.0,-13693.23832443534,hyundai,Hyundai TUCSON,1
67639,44897.0,22741.766803567334,volkswagen,Volkswagen T6.1 Multivan,3
9300,15885.0,-6585.285920875651,ford,Ford Kuga,9
7200,2076.0,5123.958588015419,opel,Opel Corsa,13
22490,16933.0,5556.648100998958,ford,Ford Grand Tourneo,5
39990,32845.0,7144.747057106033,bmw,BMW X3,4
14800,25168.0,-10368.419653283385,citroen,Citroen C3 Aircross,5
1700,1451.0,249.00623548764997,mercedes-benz,Mercedes-Benz C 200,20
29999,32300.0,-2300.716086147462,mercedes-benz,Mercedes-Benz GLC 250,8
34070,38038.0,-3967.6280789477387,audi,Audi Q3,5
24900,21203.0,3696.755973894862,toyota,Toyota Yaris,3
29480,34320.0,-4839.558467244882,kia,Kia ProCeed / pro_cee'd,5
4500,411.0,4089.439312979619,volkswagen,Volkswagen Golf,16
53500,36313.0,17186.779896657798,volkswagen,Volkswagen T6 California,6
9490,7101.0,2388.8731137004615,hyundai,Hyundai i10,6
4500,11634.0,-7134.460609594318,mercedes-benz,Mercedes-Benz E 280,19
22500,38568.0,-16067.733285407121,seat,SEAT Leon,8
28980,49232.0,-20252.010753165974,bmw,BMW 750,8
16499,21355.0,-4855.663487035632,fiat,Fiat Tipo,3
25930,30669.0,-4738.841369362093,mazda,Mazda CX-5,5
39950,42576.0,-2626.0647248599416,skoda,Skoda Octavia,2
34145,27817.0,6328.491113286462,seat,SEAT Leon,1
17950,16686.0,1264.2396562607137,honda,Honda CR-V,7
30990,30767.0,222.86741828931554,audi,Audi A5,6
14980,19714.0,-4733.722659551302,ford,Ford B-Max,7
32300,28672.0,3627.689685088375,bmw,BMW 420,4
30999,56048.0,-25048.88348200795,audi,Audi A8,12
6999,7578.0,-579.1970810529838,opel,Opel Insignia,12
5390,4111.0,1278.7444328456768,opel,Opel Astra,14
27990,22363.0,5626.867497523315,volkswagen,Volkswagen Golf,6
4000,1710.0,2290.2645453980113,lancia,Lancia Delta,15
14999,20975.0,-5975.895722719048,mercedes-benz,Mercedes-Benz E 200,12
20000,20186.0,-186.31649033605936,renault,Renault Kadjar,7
37900,59055.0,-21154.76599135437,ford,Ford Mustang,9
13990,14244.0,-253.6924675020673,opel,Opel Crossland,5
5450,4297.0,1152.5832056413383,seat,SEAT Mii,10
2900,-7621.0,10520.971214530873,ford,Ford Fiesta,20
35000,28447.0,6553.228833781628,citroen,Citroen Berlingo,2
15590,24332.0,-8742.340357423749,ford,Ford Mondeo,8
2650,-2961.0,5610.661980064731,opel,Opel Astra,19
40990,46358.0,-5368.289545253661,jaguar,Jaguar F-Pace,5
16490,18340.0,-1849.8462578703547,mercedes-benz,Mercedes-Benz C 180,11
20990,21352.0,-362.2274014678951,kia,Kia Ceed / cee'd,2
18980,29537.0,-10557.231862102271,seat,SEAT Leon,10
14490,16787.0,-2296.9117637706877,hyundai,Hyundai i20,6
14000,16413.0,-2412.9467523881467,opel,Opel Adam,6
17990,23806.0,-5815.560586646854,opel,Opel Astra,11
10980,7554.0,3426.454637839848,fiat,Fiat 500,6
17490,21978.0,-4488.423974823105,mercedes-benz,Mercedes-Benz S 320,18
