actual,predicted,error,brand,model,age
16600,15574.0,1025.8485388854315,mercedes-benz,Mercedes-Benz E 250,14
27822,31085.0,-3262.577972376839,seat,SEAT Ateca,3
12950,13241.0,-291.2572558580505,opel,Opel Mokka,9
20300,23463.0,-3163.3722420660197,bmw,BMW Z4,15
29999,31464.0,-1465.354015098077,bmw,BMW 140,8
11390,10210.0,1180.0288611897558,peugeot,Peugeot 108,4
66300,56748.0,9551.900723093146,mercedes-benz,Mercedes-Benz GLE 63 AMG,6
10950,10907.0,43.03235060939733,mercedes-benz,Mercedes-Benz SLK 230,23
81900,107806.0,-25906.28011068859,land-rover,Land Rover Defender,2
34990,43984.0,-8993.670160092588,mercedes-benz,Mercedes-Benz E 350,4
23990,22260.0,1730.0455281443028,seat,SEAT Arona,3
7500,19738.0,-12238.479712073648,bmw,BMW 730,12
23950,28117.0,-4166.75947347526,volkswagen,Volkswagen Golf,3
19500,22161.0,-2661.4063452832306,bmw,BMW 520,7
3500,-3238.0,6738.357828964978,audi,Audi A4,22
13650,16331.0,-2681.2721625351787,mercedes-benz,Mercedes-Benz E 220,15
2500,6941.0,-4441.22567291047,hyundai,Hyundai Atos,19
10500,18218.0,-7717.84544816165,bmw,BMW X3,13
19990,20888.0,-898.4653490004021,hyundai,Hyundai TUCSON,6
21900,23674.0,-1774.3772159047949,citroen,Citroen C3 Aircross,2
17900,25224.0,-7324.3903057348,ford,Ford Focus,5
6999,3699.0,3300.2491180534744,bmw,BMW X3,18
46440,42070.0,4369.650011525751,audi,Audi A5,2
24440,27969.0,-3529.1358042776956,ford,Ford Edge,7
8750,9649.0,-898.5098428864403,mercedes-benz,Mercedes-Benz CLS 350,19
16950,15979.0,970.7333928056778,ford,Ford Grand C-Max,8
15490,17842.0,-2352.11962120888,renault,Renault Megane,7
16850,11874.0,4975.6371610812275,skoda,Skoda Fabia,7
10500,24008.0,-13507.96373793339,skoda,Skoda Superb,8
33890,37561.0,-3670.594649374405,skoda,Skoda Karoq,1
80550,109581.0,-29030.59718034204,land-rover,Land Rover Defender,2
67950,71959.0,-4008.823668406534,cadillac,Cadillac Escalade,5
19690,19759.0,-68.64802751679963,fiat,Fiat 500C,2
17890,19643.0,-1753.1314642103462,seat,SEAT Arona,3
56000,51442.0,4557.624556828632,mercedes-benz,Mercedes-Benz Marco Polo,6
38190,35338.0,2852.130952771018,mitsubishi,Mitsubishi Eclipse Cross,1
7500,1957.0,5543.301473969186,lada,Lada Niva,12
25800,18294.0,7505.665056122838,mercedes-benz,Mercedes-Benz Vito,8
19999,17575.0,2424.2134112459025,volkswagen,Volkswagen Golf,12
32290,31972.0,317.85689256246405,ford,Ford Focus,1
39949,39316.0,632.7031454827811,mercedes-benz,Mercedes-Benz A 35 AMG,5
4990,9524.0,-4533.740724501195,mercedes-benz,Mercedes-Benz A 160,14
3190,343.0,2847.4248283202614,kia,Kia Picanto,15
68780,70327.0,-1546.6338279141637,volkswagen,Volkswagen T6.1 California,1
72450,54132.0,18318.479170395876,volkswagen,Volkswagen Touareg,3
23749,21881.0,1867.568194050291,skoda,Skoda Octavia,6
39950,45427.0,-5477.184147579981,mercedes-benz,Mercedes-Benz GLE 350,6
19990,20183.0,-193.15751923894277,ford,Ford Tourneo Courier,4
69990,43895.0,26095.301908954352,audi,Audi A6,1
29990,30651.0,-660.7962738102287,ford,Ford Focus,1
19999,21074.0,-1074.7809450782806,fiat,Fiat 124 Spider,6
2299,-1993.0,4291.7815863810465,volkswagen,Volkswagen Polo,18
45890,43820.0,2069.835589259237,volvo,Volvo XC60,2
11990,9752.0,2237.7948869834545,dacia,Dacia Sandero,6
12999,14524.0,-1525.0399503082717,kia,Kia Ceed SW / cee'd SW,6
57850,41369.0,16480.70838295012,mercedes-benz,Mercedes-Benz GLA 200,1
88850,83751.0,5099.015622221661,audi,Audi Q8,1
4000,6032.0,-2032.3206298476216,bmw,BMW 116,14
17000,20080.0,-3079.922087748826,volkswagen,Volkswagen Beetle,11
5900,2783.0,3117.4271843480237,opel,Opel Astra,16
10850,12482.0,-1631.5066850694038,ford,Ford Transit,15
11600,11196.0,404.26598907781226,volkswagen,Volkswagen CC,10
49990,55676.0,-5685.816768070392,porsche,Porsche Cayenne,7
122900,139581.0,-16680.50761271693,porsche,Porsche 991,7
5700,5028.0,672.4786693241367,skoda,Skoda Octavia,15
29390,30650.0,-1259.5602960225806,seat,SEAT Arona,1
13600,13820.0,-219.95938716291494,dacia,Dacia Sandero,4
5999,4255.0,1743.8469184722053,volkswagen,Volkswagen Golf,16
22300,25612.0,-3311.706918695192,volkswagen,Volkswagen Golf,6
12950,15191.0,-2241.4688292911487,volvo,Volvo V40,10
20590,20883.0,-292.5602054075571,seat,SEAT Ibiza,2
1999,-1726.0,3724.845076452184,ford,Ford Fiesta,17
3450,-1551.0,5000.872721957407,kia,Kia Picanto,10
13890,13727.0,163.0685752286572,nissan,Nissan NV300,6
23460,23993.0,-533.02168544905,jeep,Jeep Compass,5
23999,27930.0,-3931.3245566529586,mercedes-benz,Mercedes-Benz CLA 200,7
71210,68642.0,2568.2014847365062,volkswagen,Volkswagen T6.1 California,2
9990,10110.0,-119.83452852023402,peugeot,Peugeot 3008,12
20999,23720.0,-2720.6880189509866,hyundai,Hyundai i30,6
8350,5306.0,3044.406027676636,volkswagen,Volkswagen up!,11
6400,11896.0,-5496.263430224069,volkswagen,Volkswagen Passat,12
14999,20396.0,-5397.210620800077,seat,SEAT Leon,4
20860,15815.0,5045.06153235459,seat,SEAT Arona,6
26045,28418.0,-2372.681459787469,renault,Renault Kangoo,2
21500,21566.0,-66.44833889088477,audi,Audi Q2,6
14900,16604.0,-1704.1177087769938,renault,Renault Kadjar,8
